Aesthetic Appreciation and Spanish Art : ||| ADJ NOUN CCONJ ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_R_punct
Galois ' cousin , Gabriel Demante , when asked if he knew the cause of the duel , mentioned that Galois " found himself in the presence of a supposed uncle and a supposed fiancé , each of whom provoked the duel . " ||| PROPN PART NOUN PUNCT PROPN PROPN PUNCT ADV VERB SCONJ PRON VERB DET NOUN ADP DET NOUN PUNCT VERB SCONJ PROPN PUNCT VERB PRON ADP DET NOUN ADP DET VERB NOUN CCONJ DET VERB NOUN PUNCT DET ADP PRON VERB DET NOUN PUNCT PUNCT ||| SHIFT SHIFT REDUCE_R_case SHIFT REDUCE_L_nmod SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_flat REDUCE_R_appos SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_advmod SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj REDUCE_R_ccomp SHIFT REDUCE_R_punct SHIFT REDUCE_L_advcl REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_punct REDUCE_L_nsubj REDUCE_L_mark SHIFT REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_L_nsubj REDUCE_L_punct SHIFT SHIFT REDUCE_L_det REDUCE_R_obj REDUCE_R_acl REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT REDUCE_R_punct REDUCE_R_ccomp
Galois himself famously exclaimed : " I am the victim of an infamous coquette and her two dupes . " [ 12 ] ||| PROPN PRON ADV VERB PUNCT PUNCT PRON AUX DET NOUN ADP DET ADJ NOUN CCONJ PRON NUM NOUN PUNCT PUNCT PUNCT NUM PUNCT ||| SHIFT SHIFT REDUCE_R_nmod SHIFT SHIFT REDUCE_L_advmod REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_punct REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_nmod REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod SHIFT REDUCE_R_punct SHIFT REDUCE_R_punct REDUCE_R_ccomp SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep
However , Dumas is alone in this assertion , and if he were correct it is unclear why d'Herbinville would have been involved . ||| ADV PUNCT PROPN AUX ADJ ADP DET NOUN PUNCT CCONJ SCONJ PRON AUX ADJ PRON AUX ADJ ADV PROPN AUX AUX AUX VERB PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_advmod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_expl REDUCE_L_advcl REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advmod REDUCE_R_csubj REDUCE_R_conj SHIFT REDUCE_R_punct
On the other hand , extant newspaper clippings from only a few days after the duel give a description of his opponent ( identified by the initials " L. D. " ) that appear to more accurately apply to one of Galois ' Republican friends , most probably Ernest Duchatelet , who was imprisoned with Galois on the same charges . [ 21 ] ||| ADP DET ADJ NOUN PUNCT ADJ NOUN NOUN ADP ADV DET ADJ NOUN ADP DET NOUN VERB DET NOUN ADP PRON NOUN PUNCT VERB ADP DET NOUN PUNCT PROPN PROPN PUNCT PUNCT PRON VERB PART ADV ADV VERB ADP NUM ADP PROPN PART ADJ NOUN PUNCT ADV ADV PROPN PROPN PUNCT PRON AUX VERB ADP PROPN ADP DET ADJ NOUN PUNCT PUNCT NUM PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_advmod SHIFT REDUCE_L_amod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_flat SHIFT REDUCE_R_punct REDUCE_R_appos SHIFT REDUCE_R_punct REDUCE_R_obl REDUCE_R_acl REDUCE_R_nmod SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_advmod REDUCE_L_mark SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_R_case SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_advmod REDUCE_L_punct SHIFT REDUCE_R_flat SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_punct SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_acl REDUCE_R_appos REDUCE_R_obl REDUCE_R_xcomp REDUCE_R_acl REDUCE_R_obj SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep
Given the conflicting information available , the true identity of his killer may well be lost to history . ||| VERB DET ADJ NOUN ADJ PUNCT DET ADJ NOUN ADP PRON NOUN AUX ADV AUX VERB ADP NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_amod SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advcl SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct
Whatever the reasons behind the duel , Galois was so convinced of his impending death that he stayed up all night writing letters to his Republican friends and composing what would become his mathematical testament , the famous letter to Auguste Chevalier outlining his ideas , and three attached manuscripts . [ 22 ] ||| PRON DET NOUN ADP DET NOUN PUNCT PROPN AUX ADV VERB ADP PRON ADJ NOUN SCONJ PRON VERB ADP DET NOUN VERB NOUN ADP PRON ADJ NOUN CCONJ VERB PRON AUX VERB PRON ADJ NOUN PUNCT DET ADJ NOUN ADP PROPN PROPN VERB PRON NOUN PUNCT CCONJ NUM VERB NOUN PUNCT PUNCT NUM PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_nsubj SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advcl SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_mark SHIFT REDUCE_R_compound SHIFT SHIFT REDUCE_L_det REDUCE_R_obl SHIFT SHIFT REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_aux SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_R_xcomp REDUCE_R_acl SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_punct SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_flat REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_R_obj REDUCE_R_acl SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nummod REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj REDUCE_R_appos REDUCE_R_obj REDUCE_R_conj REDUCE_R_advcl REDUCE_R_advcl SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep
Mathematician Hermann Weyl said of this testament , " This letter , if judged by the novelty and profundity of ideas it contains , is perhaps the most substantial piece of writing in the whole literature of mankind . " ||| NOUN PROPN PROPN VERB ADP DET NOUN PUNCT PUNCT DET NOUN PUNCT SCONJ VERB ADP DET NOUN CCONJ NOUN ADP NOUN PRON VERB PUNCT AUX ADV DET ADV ADJ NOUN ADP NOUN ADP DET ADJ NOUN ADP NOUN PUNCT PUNCT ||| SHIFT SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_nsubj REDUCE_R_acl REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_advmod REDUCE_L_cop REDUCE_L_acl REDUCE_L_nsubj REDUCE_L_punct SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT REDUCE_R_punct SHIFT REDUCE_R_punct REDUCE_R_ccomp
However , the legend of Galois pouring his mathematical thoughts onto paper the night before he died seems to have been exaggerated . [ 7 ] ||| ADV PUNCT DET NOUN SCONJ PROPN VERB PRON ADJ NOUN ADP NOUN DET NOUN SCONJ PRON VERB VERB PART AUX AUX VERB PUNCT PUNCT NUM PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_R_obj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_mark REDUCE_R_acl REDUCE_R_obl REDUCE_R_acl SHIFT REDUCE_L_nsubj REDUCE_L_advmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_mark REDUCE_R_xcomp SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep
In these final papers , he outlined the rough edges of some work he had been doing in analysis and annotated a copy of the manuscript submitted to the Academy and other papers . ||| ADP DET ADJ NOUN PUNCT PRON VERB DET ADJ NOUN ADP DET NOUN PRON AUX AUX VERB ADP NOUN CCONJ VERB DET NOUN ADP DET NOUN VERB ADP DET PROPN CCONJ ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_nsubj REDUCE_R_acl SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT REDUCE_L_cc SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_acl REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj REDUCE_R_obj REDUCE_R_conj SHIFT REDUCE_R_punct
The Galois memorial in the cemetery of Bourg - la - Reine . ||| DET PROPN NOUN ADP DET NOUN ADP PROPN PUNCT PROPN PUNCT PROPN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_punct REDUCE_R_flat SHIFT SHIFT REDUCE_L_punct REDUCE_R_flat REDUCE_R_nmod REDUCE_R_nmod SHIFT REDUCE_R_punct
Évariste Galois was buried in a common grave and the exact location is still unknown . ||| PROPN PROPN AUX VERB ADP DET ADJ NOUN CCONJ DET ADJ NOUN AUX ADV ADJ PUNCT ||| SHIFT SHIFT REDUCE_R_flat SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_R_punct
Early in the morning of 30 May 1832 , he was shot in the abdomen , [ 17 ] abandoned by his opponents and seconds , and was found by a passing farmer . ||| ADV ADP DET NOUN ADP NUM PROPN NUM PUNCT PRON AUX VERB ADP DET NOUN PUNCT PUNCT NUM PUNCT VERB ADP PRON NOUN CCONJ NOUN PUNCT CCONJ AUX VERB ADP DET VERB NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_L_advmod SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_nmod SHIFT REDUCE_R_nmod REDUCE_R_nmod SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_punct REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep SHIFT SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_obl REDUCE_R_advcl SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_conj SHIFT REDUCE_R_punct
He died the following morning [ 17 ] at ten o'clock in the Hôpital Cochin ( probably of peritonitis ) , after refusing the offices of a priest . ||| PRON VERB DET VERB NOUN PUNCT NUM PUNCT ADP NUM ADV ADP DET PROPN PROPN PUNCT ADV ADP NOUN PUNCT PUNCT SCONJ VERB DET NOUN ADP DET NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_R_obl SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_advmod REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_case REDUCE_L_advmod REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_mark REDUCE_L_punct SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj REDUCE_R_advcl SHIFT REDUCE_R_punct
His funeral ended in riots . [ 17 ] ||| PRON NOUN VERB ADP NOUN PUNCT PUNCT NUM PUNCT ||| SHIFT SHIFT REDUCE_L_nmod SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep
There were plans to initiate an uprising during his funeral , but during the same time frame the leaders heard of General Jean Maximilien Lamarque 's death , and the rising was postponed without any uprising occurring until 5 June . ||| PRON VERB NOUN PART VERB DET NOUN ADP PRON NOUN PUNCT CCONJ ADP DET ADJ NOUN NOUN DET NOUN VERB ADP PROPN PROPN PROPN PROPN PART NOUN PUNCT CCONJ DET NOUN AUX VERB SCONJ DET NOUN VERB ADP NUM PROPN PUNCT ||| SHIFT SHIFT REDUCE_L_expl SHIFT SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case REDUCE_R_obl REDUCE_R_acl REDUCE_R_nsubj SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_L_nsubj REDUCE_L_obl REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat SHIFT REDUCE_R_case SHIFT REDUCE_L_nmod REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_nmod REDUCE_R_obl REDUCE_R_advcl REDUCE_R_conj REDUCE_R_conj SHIFT REDUCE_R_punct
Only Galois ' younger brother was notified of the events prior to Galois ' death . [ 23 ] ||| ADV PROPN PART ADJ NOUN AUX VERB ADP DET NOUN ADV ADP PROPN PART NOUN PUNCT PUNCT NUM PUNCT ||| SHIFT SHIFT SHIFT REDUCE_R_case SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_L_advmod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_R_fixed SHIFT SHIFT REDUCE_R_case SHIFT REDUCE_L_nmod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep
He was 20 years old . ||| PRON AUX NUM NOUN ADJ PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_nummod SHIFT REDUCE_L_obl REDUCE_L_cop REDUCE_L_nsubj SHIFT REDUCE_R_punct
His last words to his younger brother Alfred were : ||| PRON ADJ NOUN ADP PRON ADJ NOUN PROPN AUX PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_L_case SHIFT REDUCE_R_appos REDUCE_R_nmod SHIFT REDUCE_R_cop SHIFT REDUCE_R_punct
“ Ne pleure pas , Alfred ! ||| PUNCT ADV X ADV PUNCT PROPN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_punct SHIFT REDUCE_R_advmod SHIFT SHIFT REDUCE_L_punct REDUCE_R_vocative SHIFT REDUCE_R_punct
J' ai besoin de tout mon courage pour mourir à vingt ans ! ” ||| X X X X X X X X X X X X PUNCT PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_dep REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_dep REDUCE_L_case REDUCE_R_nmod REDUCE_R_xcomp REDUCE_R_nmod SHIFT REDUCE_R_punct SHIFT REDUCE_R_punct
( Do n't cry , Alfred ! ||| PUNCT AUX PART VERB PUNCT PROPN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_punct SHIFT SHIFT REDUCE_L_punct REDUCE_R_vocative SHIFT REDUCE_R_punct
I need all my courage to die at twenty ! ) ||| PRON VERB DET PRON NOUN PART VERB ADP NUM PUNCT PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_det REDUCE_R_obj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_case REDUCE_R_obl REDUCE_R_advcl SHIFT REDUCE_R_punct SHIFT REDUCE_R_punct
On 2 June , Évariste Galois was buried in a common grave of the Montparnasse Cemetery whose exact location is unknown . [ 17 ] [ 15 ] ||| ADP NUM PROPN PUNCT PROPN PROPN AUX VERB ADP DET ADJ NOUN ADP DET PROPN PROPN PRON ADJ NOUN AUX ADJ PUNCT PUNCT NUM PUNCT PUNCT NUM PUNCT ||| SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_nmod SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_R_flat SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj REDUCE_R_acl REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_conj REDUCE_R_dep
In the cemetery of his native town – Bourg - la - Reine – a cenotaph in his honour was erected beside the graves of his relatives . [ 24 ] ||| ADP DET NOUN ADP PRON ADJ NOUN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT DET NOUN ADP PRON NOUN AUX VERB ADP DET NOUN ADP PRON NOUN PUNCT PUNCT NUM PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_punct REDUCE_R_flat SHIFT SHIFT REDUCE_L_punct REDUCE_R_flat REDUCE_R_appos REDUCE_R_nmod SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep
Matthew Goode ||| PROPN PROPN ||| SHIFT SHIFT REDUCE_R_flat
Matthew William Goode ( born 3 April 1978 ) is an English character actor . ||| PROPN PROPN PROPN PUNCT VERB NUM PROPN NUM PUNCT AUX DET ADJ NOUN NOUN PUNCT ||| SHIFT SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_R_compound SHIFT REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct REDUCE_R_parataxis SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT REDUCE_R_punct
He made his screen debut in 2002 with ABC 's TV film feature Confessions of an Ugly Stepsister . ||| PRON VERB PRON NOUN NOUN ADP NUM ADP PROPN PART NOUN NOUN NOUN PROPN ADP DET ADJ PROPN PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_nmod REDUCE_R_obj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_R_case SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_compound REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_appos REDUCE_R_obl SHIFT REDUCE_R_punct
His breakthrough role was in the romantic comedy , Chasing Liberty ( 2004 ) , for which he received a nomination at Teen Choice Awards for Choice Breakout Movie Star - Male . ||| PRON NOUN NOUN AUX ADP DET ADJ NOUN PUNCT PROPN PROPN PUNCT NUM PUNCT PUNCT ADP PRON PRON VERB DET NOUN ADP PROPN PROPN PROPN ADP ADJ PROPN PROPN PROPN PUNCT ADJ PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_nmod SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_obj SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_nmod REDUCE_R_appos SHIFT SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_obl REDUCE_L_punct SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_compound SHIFT REDUCE_L_compound REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_compound REDUCE_L_amod REDUCE_L_case SHIFT SHIFT REDUCE_L_punct REDUCE_R_amod REDUCE_R_nmod REDUCE_R_obj REDUCE_R_acl SHIFT REDUCE_R_punct
